Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;batstandby1;battalktime1;colors;price;displayother;featuresother;gprstext;edge;memoryother;optionalother
https://www.gsmarena.com/nec_n900-646.php;https://fdn2.gsmarena.com/vv/bigpic/nen900.gif;NEC N900;Released 2004, Q1;70g, 8.6mm thickness;Feature phone;2MB storage, no card slot;12;N/A;185,355 hits;"1.8""";120x160 pixels; ;;750 mAh Li-Ion;GSM 900 / 1800;;;;2004, Q1;Discontinued;85 x 54 x 8.6 mm (3.35 x 2.13 x 0.34 in);70 g (2.47 oz);Mini-SIM;;TFT, 65K colors;1.8 inches, 29 x 35 mm, 10.0 cm(~21.9% screen-to-body ratio);120 x 160 pixels, 4:3 ratio (~111 ppi density);;;;;;No;2MB;VGA;LED flash;No;No;;No;No;No;;No;;;Removable Li-Ion battery;Up to 70 h;Up to 2 h;;;Wallpapers, screensaversDownloadable logos;Predictive text inputOrganizerVoice memo;Class 8;No;;
https://www.gsmarena.com/nec_n830-802.php;https://fdn2.gsmarena.com/vv/bigpic/nen830.gif;NEC N830;Released 2004, Q2;110g, 24mm thickness;Feature phone;No card slot;8;N/A;165,461 hits;"2.2""";320x240 pixels; ;;760 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2004, Q2;Discontinued;101 x 49 x 24 mm (3.98 x 1.93 x 0.94 in);110 g (3.88 oz);Mini-SIM;;TFT, 65K colors;2.2 inches, 33 x 45 mm, 15.0 cm(~30.3% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~182 ppi density);;;;;;No;;1.3 MP;;No;No;;No;No;No;;No;Proprietary;;Removable Li-Ion battery;Up to 100 h;Up to 3 h 30 min;;;Second STN 65K colors (108 x 80 pixels)Downloadable wallpapers,animations;Photo editorPredictive text inputOrganizerVoice recordingProfiles;Class 8;No;;
https://www.gsmarena.com/nec_n820-773.php;https://fdn2.gsmarena.com/vv/bigpic/nen820.gif;NEC N820;Released 2003, Q4;110g, 24mm thickness;Feature phone;4MB storage, no card slot;8;N/A;132,999 hits;"2.2""";320x240 pixels; ;;680 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2003, Q4;Discontinued;101 x 48 x 24 mm, 90 cc (3.98 x 1.89 x 0.94 in);110 g (3.88 oz);Mini-SIM;;TFT, 65K colors;2.2 inches, 33 x 45 mm, 15.0 cm(~30.9% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~182 ppi density);;;;;;No;4MB;VGA;LED flash;No;No;;No;No;No;;No;Proprietary;;Removable Li-Ion battery;Up to 100 h;Up to 5 h;;;Second STN 65K colors (108 x 80 pixels)Downloadable wallpapers, animations;Photo editorPredictive text inputOrganizerVoice recordingProfiles;Class 8;No;;
https://www.gsmarena.com/nec_n710-824.php;https://fdn2.gsmarena.com/vv/bigpic/nen710.gif;NEC N710;Released 2004, Q1;95g, 26mm thickness;Feature phone;2MB storage, no card slot;9;N/A;89,287 hits;"1.8""";128x160 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2004, Q1;Discontinued;91 x 45 x 26 mm (3.58 x 1.77 x 1.02 in);95 g (3.35 oz);Mini-SIM;;TFT, 65K colors;1.8 inches, 29 x 35 mm, 10.2 cm(~24.9% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;;No;2MB;VGA;LED flash;No;No;;No;No;No;;No;Proprietary;;Removable Li-Ion battery;Up to 100 h;Up to 5 h;Silver, Pink;;Second external display 96 x 30 pixels (12 colors LCD)WallpapersDownloadable pictures and animations;Predictive text inputOrganizerPhoto editorVoice memo;Class 8;No;;
https://www.gsmarena.com/nec_n700-562.php;https://fdn2.gsmarena.com/vv/bigpic/nen700.gif;NEC N700;Released 2003, Q4;95g, 23mm thickness;Feature phone;No card slot;8;N/A;123,527 hits;"1.8""";128x160 pixels; ;;1050 mAh Li-Ion;GSM 900 / 1800;;;;2003, Q4;Discontinued;90 x 43 x 23 mm (3.54 x 1.69 x 0.91 in);95 g (3.35 oz);Mini-SIM;;TFT, 65K colors;1.8 inches, 29 x 35 mm, 10.2 cm(~26.3% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;;No;;CIF;LED flash;No;No;;No;No;No;;No;;;Removable Li-Ion battery;Up to 240 h;Up to 5 h;Silver, Gold;;Second external display 96 x 30 pixels (12 colors LCD)WallpapersDownloadable pictures and animations;Predictive text inputVoice memoOrganizer;Class 8;No;;
https://www.gsmarena.com/nec_n600-561.php;https://fdn2.gsmarena.com/vv/bigpic/nen600.gif;NEC N600;Released 2003, Q4;110g, 25mm thickness;Feature phone;No card slot;8;N/A;82,721 hits;;176x240 pixels; ;;1050 mAh Li-Ion;GSM 900 / 1800;;;;2003, Q4;Discontinued;93.5 x 48 x 25 mm (3.68 x 1.89 x 0.98 in);110 g (3.88 oz);Mini-SIM;;TFT resistive touchscreen, 65K colors;;176 x 240 pixels, 4:3 ratio;;;;;;No;;VGA;;No;No;;No;No;No;;No;;;Removable Li-Ion battery;Up to 110 h;Up to 2 h 20 min;Silver;;Second external mono LCD display (96 x 64 pixels)WallpapersDownloadable pictures and animations;Predictive text inputVoice memoOrganizer;Yes;No;Handwriting recognition software;
https://www.gsmarena.com/nec_c616v-783.php;https://fdn2.gsmarena.com/vv/bigpic/nec616v.gif;NEC c616v;Released 2003, Q4;130g, 26mm thickness;Feature phone;19MB storage, Memory Stick Duo slot;12;N/A;162,540 hits;"2.2""";176x240 pixels; ;;780 mAh Li-Ion;GSM 900 / 1800;UMTS 2100;;Yes, 384 kbps;2003, Q4;Discontinued;103 x 53 x 26 mm, 120 cc (4.06 x 2.09 x 1.02 in);130 g (4.59 oz);Mini-SIM;;TFT, 65K colors;2.2 inches, 35 x 43 mm, 14.9 cm(~27.3% screen-to-body ratio);176 x 240 pixels, 4:3 ratio (~135 ppi density);;;;;;Memory Stick Duo;19MB;VGA;;Yes;Yes;;No;1.1;GPS, A-GPS;;No;Proprietary;;Removable Li-Ion 780 mAh battery;Up to 120 h;Up to 1h 50 min;Silver or Graphite;;Second external monochrome display (120 x 30 pixels)WallpapersDownloadable pictures;Predictive text inputMP3 playerH.263 playerOrganizerVoice recorder;;;;
https://www.gsmarena.com/nec_e616-533.php;https://fdn2.gsmarena.com/vv/bigpic/nee616.gif;NEC e616;Released 2003, Q4;130g, 26mm thickness;Feature phone;19MB storage, Memory Stick Duo slot;17;N/A;381,800 hits;"2.2""";176x240 pixels; ;;780 mAh Li-Ion;GSM 900 / 1800;UMTS 2100;;Yes, 384 kbps;2003, Q4;Discontinued;103 x 53 x 26 mm, 120 cc (4.06 x 2.09 x 1.02 in);130 g (4.59 oz);Mini-SIM;;TFT, 65K colors;2.2 inches, 35 x 43 mm, 14.9 cm(~27.3% screen-to-body ratio);176 x 240 pixels, 4:3 ratio (~135 ppi density);;;;;;Memory Stick Duo;19MB;CIF;LED flash;Yes;Yes;;No;1.1;GPS;;No;Proprietary;;Removable Li-Ion 780 mAh battery;Up to 120 h;Up to 1 h 50 min;Silver;;Second external monochrome display (120 x 30 pixels)WallpapersDownloadable pictures and animations;MP3/H.263 playerPredictive text inputOrganizer;;;;
https://www.gsmarena.com/nec_e808y-485.php;https://fdn2.gsmarena.com/vv/bigpic/nee808y.gif;NEC e808y;Released 2003, Q3;190g, 20mm thickness;Feature phone;64MB storage, no card slot;12;N/A;133,594 hits;;132x160 pixels, 8 lines; ;;1000 mAh Li-Ion;GSM 900 / 1800;UMTS 2100;;Yes, 384 kbps;2003, Q3;Discontinued;143 x 75 x 20 mm (5.63 x 2.95 x 0.79 in);190 g (6.70 oz);Mini-SIM;;TFT, 65K colors;;132 x 160 pixels, 8 lines;;;;;;No;64MB;CIF;;Yes;Yes;;No;No;No;;No;Proprietary;;Removable Li-Ion battery;Up to 70 h;Up to 3 h;2 - Gold, Black;;Wallpapers;Media player (audio and video)OrganizerVoice dial/memoVideo downloadFormats: MP4-Video, MP4 AAC, WMA, AMR, JPG, GIF, BMP, MIDI;;;20 sec voice memo12 sec video recorder;
https://www.gsmarena.com/nec_e808-482.php;https://fdn2.gsmarena.com/vv/bigpic/nee808.gif;NEC e808;Released 2003, Q1;200g, 23mm thickness;Feature phone;64MB storage, no card slot;11;N/A;152,021 hits;;162x132 pixels, 8 lines; ;;1200 mAh Li-Ion;GSM 900 / 1800;UMTS 2100;;Yes, 384 kbps;2003, Q1;Discontinued;105 x 80 x 23 mm (4.13 x 3.15 x 0.91 in);200 g (7.05 oz);Mini-SIM;;TFT, 65K colors;;162 x 132 pixels, 8 lines;;;;;;No;64MB;CIF;;Yes;Yes;;No;No;No;;No;Proprietary;;Removable Li-Ion 1200 mAh battery;Up to 200 h;Up to 3 h 20 min;2 - Gold, Black;;Wallpapers;Media player (audio and video)OrganizerVoice dialVoice memoVideo download;;;20 sec voice memo12 sec video recorder;
https://www.gsmarena.com/nec_e606-481.php;https://fdn2.gsmarena.com/vv/bigpic/nee606.gif;NEC e606;Released 2003, Q1;145g, 32mm thickness;Feature phone;32MB storage, no card slot;13;N/A;177,983 hits;;132x160 pixels, 8 lines; ;;1200 mAh Li-Ion;GSM 900 / 1800;UMTS 2100;;Yes, 384 kbps;2003, Q1;Discontinued;109 x 53 x 32 mm, 140 cc (4.29 x 2.09 x 1.26 in);145 g (5.11 oz);Mini-SIM;;TFT, 65K colors;;132 x 160 pixels, 8 lines;;;;;;No;32MB;CIF;;Yes;Yes;;No;1.1;No;;No;Proprietary;;Removable Li-Ion 1200 mAh battery;Up to 200 h;Up to 3 h 20 min;;;Navi keyWallpapers;Media player (audio and video)Predictive text inputOrganizerVoice dial/memoVideo downloadFormats: MP4-Video, MP4 AAC, WMA, AMR, JPG, GIF, BMP, MIDI;;;20 sec voice memo12 sec video recorder;
https://www.gsmarena.com/nec_e530-548.php;https://fdn2.gsmarena.com/vv/bigpic/nee530.gif;NEC e530;Released 2003, Q4;110g, 24mm thickness;Feature phone;2MB storage, no card slot;9;N/A;81,328 hits;;162x216 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800;;;;2003, Q4;Discontinued;101 x 48 x 24 mm, 90 cc (3.98 x 1.89 x 0.94 in);110 g (3.88 oz);Mini-SIM;;TFT, 65K colors;;162 x 216 pixels, 4:3 ratio;;;;;;No;2MB;CIF;;No;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 800 mAh battery;Up to 200 h;Up to 3 h 20 min;Silver;;Second LCD 4096 colors (80 x 108 pixels)Download wallpapers, animations;Predictive text inputOrganizerVoice memoProfiles;Yes;No;10 x 15 sec. voice memo;
https://www.gsmarena.com/nec_e525-415.php;https://fdn2.gsmarena.com/vv/bigpic/nee525.gif;NEC e525;Released 2003;110g, 24mm thickness;Feature phone;1MB storage, no card slot;9;N/A;168,064 hits;;162x216 pixels; ;;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;2003;Discontinued;101 x 48 x 24 mm, 90 cc (3.98 x 1.89 x 0.94 in);110 g (3.88 oz);Mini-SIM;;TFT, 65K colors;;162 x 216 pixels, 4:3 ratio;;;;;;No;1MB;CIF;;No;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 800 mAh battery;Up to 200 h;Up to 3 h 20 min;Silver;;Second LCD 4096 colors (80 x 108 pixels);Predictive text inputOrganizerVoice memoProfiles;Class 8;No;20 x 20 sec. voice memo;
https://www.gsmarena.com/nec_e232-547.php;https://fdn2.gsmarena.com/vv/bigpic/nee232.gif;NEC e232;Released 2003, Q2;90g, 23mm thickness;Feature phone;No card slot;8;N/A;71,303 hits;;128x160 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2003, Q2;Discontinued;90 x 43 x 23 mm, 97 cc (3.54 x 1.69 x 0.91 in);90 g (3.17 oz);Mini-SIM;;TFT, 65K colors;;128 x 160 pixels;;;;;;No;;CIF;;No;No;;No;No;No;;No;;;Removable Li-Ion 700 mAh battery;Up to 220 h;Up to 3 h 30 min;;;Second 12 colors LED (30 x 96 pixels)Download wallpapers, animations;Predictive text inputOrganizerVoice memo;Yes;No;10 x 20 sec. voice memo;
https://www.gsmarena.com/nec_n341i-414.php;https://fdn2.gsmarena.com/vv/bigpic/nen341i.gif;NEC N341i;Released 2003;110g, 24mm thickness;Feature phone;No card slot;9;N/A;115,603 hits;;162x216 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800;;;;2003;Discontinued;101 x 48 x 24 mm, 90 cc (3.98 x 1.89 x 0.94 in);110 g (3.88 oz);Mini-SIM;;TFT, 65K colors;;162 x 216 pixels, 4:3 ratio;;;;;;No;;CIF;;No;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 800 mAh battery;Up to 200 h;Up to 3 h 20 min;Silver;;Second LCD 4096 colors (80 x 108 pixels)Downloadable wallpapers, animations;Predictive text inputOrganizerVoice memoProfiles;Class 8;No;;
https://www.gsmarena.com/nec_n223i-601.php;https://fdn2.gsmarena.com/vv/bigpic/nen223i.gif;NEC N223i;Released 2003;110g, 26mm thickness;Feature phone;No card slot;9;N/A;72,212 hits;;120x160 pixels; ;;780 mAh Li-Ion;GSM 900 / 1800;;;;2003;Discontinued;88 x 45 x 26 mm, 90 cc (3.46 x 1.77 x 1.02 in);110 g (3.88 oz);Mini-SIM;;CSTN, 4096 colors;;120 x 160 pixels, 4:3 ratio;;;;;;No;;No;;;;;No;No;No;;No;;;Removable Li-Ion 780 mAh battery;Up to 200 h;Up to 3 h 20 min;Silver;;Second LCD (120 x 30 pixels) with 12 colorDownload wallpaper, animation;Predictive text inputOrganizerVoice memoProfiles;Class 8;No;10 x 20 sec voice memo;
https://www.gsmarena.com/nec_n22i-413.php;https://fdn2.gsmarena.com/vv/bigpic/nen22i.gif;NEC N22i;Released 2003;110g, 27mm thickness;Feature phone;No card slot;9;N/A;92,190 hits;;120x160 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800;;;;2003;Discontinued;101 x 48 x 27 mm, 94 cc (3.98 x 1.89 x 1.06 in);110 g (3.88 oz);Mini-SIM;;CSTN, 4096 colors;;120 x 160 pixels, 4:3 ratio;;;;;;No;;No;;;;;No;No;No;;No;;;Removable Li-Ion 800 mAh battery;Up to 200 h;Up to 3 h 20 min;Silver;;Second LCD (120 x 30 pixels) with 12 color backlightDownloadable wallpapers, animations;Predictive text inputOrganizerVoice memoProfilesInterchangeable covers;Class 8;No;10 x 20 sec voice memo;
https://www.gsmarena.com/nec_n21i-302.php;https://fdn2.gsmarena.com/vv/bigpic/nen21i.gif;NEC N21i;Released 2002;120g, 24.7mm thickness;Feature phone;No card slot;9;N/A;144,763 hits;;120x160 pixels, 10 lines; ;;1550 mAh Li-Ion;GSM 900 / 1800;;;;2002;Discontinued;102 x 52 x 24.7 mm (4.02 x 2.05 x 0.97 in);120 g (4.23 oz);Mini-SIM;;CSTN, 256 colors;;120 x 160 pixels, 10 lines, 4:3 ratio;;;;;;No;;No;;;;;No;No;No;;No;;;Removable Li-Ion battery;165 h;3 h;Silver;;LED in 7 colors, color assigned to contact groupsDynamic font sizeDownload wallpaper, animation and CLI pictures;Predictive text inputOrganizerVoice memo/dialProfilesScratchpad;Class 8;No;;
https://www.gsmarena.com/nec_db7000-301.php;https://fdn2.gsmarena.com/vv/bigpic/nedb7000.gif;NEC DB7000;Released 2002;120g, 24.7mm thickness;Feature phone;No card slot;9;N/A;103,386 hits;;120x160 pixels; ;;1550 mAh Li-Ion;GSM 900 / 1800;;;;2002;Discontinued;102 x 52 x 24.7 mm (4.02 x 2.05 x 0.97 in);120 g (4.23 oz);Mini-SIM;;CSTN, 256 colors;;120 x 160 pixels, 4:3 ratio;;;;;;No;;No;;;;;No;No;No;;No;;;Removable Li-Ion battery;165 h;3 h;Silver;;LED in 7 colors, color assigned to contact groupsDynamic font sizeDownload wallpaper, animation and CLI pictures;Predictive text inputOrganizerVoice memoProfilesScratchpad;Class 8;No;;
https://www.gsmarena.com/nec_db6000-231.php;https://fdn2.gsmarena.com/vv/bigpic/nedb6000.gif;NEC DB6000;Released 2001;26mm thickness;Feature phone;No card slot;9;N/A;97,049 hits;;120x160 pixels; ;;600 mAh Li-Ion;GSM 900 / 1800;;;;2001;Discontinued;94 x 50 x 26 mm, 100 cc (3.70 x 1.97 x 1.02 in);;Mini-SIM;;Monochrome graphic;;120 x 160 pixels, 4:3 ratio;;;;;;No;;No;;;;;No;No;No;;No;;;Removable Li-Ion battery;195 h;5 h;Silver;;Dynamic font sizeWake up picture downloadable via WAP;Predictive text inputOrganizerVoice memoProfilesScratchpad;No;No;;
https://www.gsmarena.com/nec_db5000-230.php;https://fdn2.gsmarena.com/vv/bigpic/nedb5000.gif;NEC DB5000;Released 2001;99g, 23mm thickness;Feature phone;No card slot;7;N/A;71,207 hits;;97x59 pixels; ;;600 mAh Li-Ion;GSM 900 / 1800;;;;2001;Discontinued;90 x 46 x 23 mm, 85 cc (3.54 x 1.81 x 0.91 in);99 g (3.49 oz);Mini-SIM;;Monochrome graphic;;97 x 59 pixels, 5:3 ratio;;;;;;No;;No;;;;;No;No;No;;No;;;Removable Li-Ion battery;200 h;5 h;Silver;;See who is calling feature7 colour LEDDynamic font size;Predictive text inputProfilesOrganizerScratchpad;No;No;;
https://www.gsmarena.com/nec_db4100-205.php;https://fdn2.gsmarena.com/vv/bigpic/nedb4100.gif;NEC DB4100;Released 2000;99g, 22mm thickness;Feature phone;No card slot;8;N/A;59,966 hits;;97x59 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800;;;;2000;Discontinued;120 x 42 x 22 mm, 89 cc (4.72 x 1.65 x 0.87 in);99 g (3.49 oz);Mini-SIM;;Alphanumeric;;97 x 59 pixels, 5:3 ratio;;;;;;No;;No;;;;;No;No;No;;No;;;Removable Li-Ion battery;195 h;330 min;;;Dynamic font sizeSoftkeys;ProfilesOrganizerScratchpad;No;No;;
https://www.gsmarena.com/nec_db4000-157.php;https://fdn2.gsmarena.com/vv/bigpic/ned4000b.gif;NEC DB4000;Released 2000;99g, 22mm thickness;Feature phone;No card slot;7;N/A;65,988 hits;;97x59 pixels; ;;550 mAh Li-Ion;GSM 900 / 1800;;;;2000;Discontinued;120 x 42 x 22 mm, 89 cc (4.72 x 1.65 x 0.87 in);99 g (3.49 oz);Mini-SIM;;Alphanumeric;;97 x 59 pixels, 5:3 ratio;;;;;;No;;No;;;;;No;No;No;;No;;;Removable Li-Ion battery;195 h;330 min;Metallic;;Dynamic font sizeSoftkeys;ProfilesOrganizerScratchpad;No;No;;
https://www.gsmarena.com/nec_db2000-156.php;https://fdn2.gsmarena.com/vv/bigpic/ned2000b.gif;NEC DB2000;Released 1999;130g, 19mm thickness;Feature phone;No card slot;10;N/A;93,274 hits;;4x12 chars; ;;550 mAh Li-Ion;GSM 900 / 1800;;;;1999;Discontinued;131 x 41 x 19 mm, 100 cc (5.16 x 1.61 x 0.75 in);130 g (4.59 oz);Mini-SIM;;Alphanumeric;;4 x 12 chars;;;;;;No;;No;;;;;No;No;No;;No;;;Removable Li-Ion battery;150 - 300 h;200 - 480 min;Metallic;;Fixed icons;OrganizerScratchpad;No;No;;
https://www.gsmarena.com/nec_db500-155.php;https://fdn2.gsmarena.com/vv/bigpic/nedb500b.gif;NEC DB500;Released 1999;135g, 26mm thickness;Feature phone;No card slot;6;N/A;64,400 hits;;4x12 chars; ;;550 mAh NiMH;GSM 900 / 1800;;;;1999;Discontinued;134 x 48 x 26 mm, 120 cc (5.28 x 1.89 x 1.02 in);135 g (4.76 oz);Mini-SIM;;Alphanumeric;;4 x 12 chars;;;;;;No;;No;;;;;No;No;No;;No;;;Removable NiMH battery;130 - 150 h;120 - 400 min;4;;Fixed icons;OrganizerScratchpadInterchangeable front covers;No;No;;
https://www.gsmarena.com/nec_g9d+-154.php;https://fdn2.gsmarena.com/vv/bigpic/neg9dpb.gif;NEC G9D+;Released 1997;200g, 22.5mm thickness;Feature phone;No card slot;8;N/A;75,175 hits;;4x12 chars; ;;550 mAh NiMH;GSM 900;;;;1997;Discontinued;145 x 49 x 22.5 mm (5.71 x 1.93 x 0.89 in);200 g (7.05 oz);Mini-SIM;;Alphanumeric;;4 x 12 chars;;;;;;No;;No;;;;;No;No;No;;No;;;Removable NiMH battery;28 h;105 min;;;Fixed icons;;No;No;;
